,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
604,1649,La Brigade,2022,Comédie | Drame,"Cathy is a sous-chef wanting to open a restaurant. With financial difficulties, Cathy accepts a job at a shelter for young migrants. At first she hates the job then her passion for cuisine starts to change children's lives.",6.377,162.0,1.1278,97.0,https://www.youtube.com/watch?v=Jj5GyJZiB-I,https://image.tmdb.org/t/p/w500/irfSwljgfHiDdqFodgA8Unmu6gP.jpg,845140,0.0,3285760.0,"Cathy est une sous-chef qui souhaite ouvrir un restaurant. En difficulté financière, Cathy accepte un emploi dans un refuge pour jeunes migrants. Au début, elle déteste ce travail, puis sa passion pour la cuisine commence à changer la vie des enfants."
605,1654,On est fait pour s'entendre,2021,Comédie | Romance,"Antoine, a history teacher in his early 50s, learns that he has become very hard of hearing. Unable to own up to his handicap, he resigns himself to living in his bubble, even though his entourage finds his behavior increasingly odd. His encounter with Claire, widow and mother of a young girl who has stopped speaking, will lead him to open up to the world. ",6.3,104.0,1.1704,93.0,https://www.youtube.com/watch?v=XI47zyswRJs,https://image.tmdb.org/t/p/w500/54sdlz8guOTzvmiYCiImnDssRbX.jpg,809733,0.0,0.0,"Antoine, professeur d'histoire au début de la cinquantaine, apprend qu'il est devenu très malentendant. Incapable d'admettre son handicap, il se résigne à vivre dans sa bulle, même si son entourage trouve son comportement de plus en plus étrange. Sa rencontre avec Claire, veuve et mère d'une jeune fille qui a arrêté de parler, va l'amener à s'ouvrir sur le monde."
606,1661,La Dégustation,2022,Comédie | Romance,"Hortense has a big heart and no one to share it with except her cat, her embittered mom, and a group of homeless people for whom she prepares a gourmet dinner at the local church every week. While buying a nice bottle of wine, Hortense meets Jacques, a fifty-something, grumpy local cellarman. Eager to see him again, she attends a chaotic wine tasting in Jacques’ shop - meeting his best friend who clumsily tries to seduce her, and his new apprentice who turns out to have a rare gift for tasting as well as an unfiltered honesty. As Hortense and Jacques grow closer and closer, their past begins to catch up to them.",6.017,118.0,1.3909,82.0,https://www.youtube.com/watch?v=oMXZBQ3CUBI,https://image.tmdb.org/t/p/w500/wfm8yoXHskkSry9RtNIymc1CzLB.jpg,928202,0.0,0.0,"Hortense a un grand cœur et personne avec qui le partager à part son chat, sa mère aigrie et un groupe de sans-abri pour qui elle prépare chaque semaine un dîner gastronomique à l'église locale. En achetant une bonne bouteille de vin, Hortense rencontre Jacques, un caviste local d'une cinquantaine d'années et grincheux. Impatiente de le revoir, elle assiste à une dégustation de vins chaotique dans la boutique de Jacques - rencontrant son meilleur ami qui tente maladroitement de la séduire, et son nouvel apprenti qui s'avère avoir un don rare pour la dégustation ainsi qu'une honnêteté sans faille. À mesure qu'Hortense et Jacques se rapprochent, leur passé commence à les rattraper."
607,1662,Tournée,2010,Comédie | Drame,"After leaving France in search of a better life in America, a television producer returns with a group of burlesque dancers to take the Paris club scene by storm.",6.4,70.0,0.9011,111.0,https://www.youtube.com/watch?v=NvoE-R8u3Dk,https://image.tmdb.org/t/p/w500/55ty5MWTACRGvgCsRy0Y55krrLQ.jpg,41273,0.0,0.0,"Après avoir quitté la France à la recherche d'une vie meilleure en Amérique, un producteur de télévision revient avec un groupe de danseurs burlesques pour prendre d'assaut la scène des clubs parisiens."
608,1665,La Tête en friche,2010,Drame | Comédie,An illiterate and lonely man bonds with an older and well-read woman.,6.966,250.0,1.4572,82.0,https://www.youtube.com/watch?v=QK2LG7qF9rw,https://image.tmdb.org/t/p/w500/fWd8uTsMmbjFUXAjTTHwMHZglXq.jpg,39413,0.0,0.0,Un homme analphabète et solitaire se lie d'amitié avec une femme plus âgée et instruite.
609,1670,Normale,2023,Drame | Comédie,"14-year-old Lucie is a resourceful teenager who takes care of her loving yet unreliable father, William, who has multiple sclerosis. Whilst William hangs out in his wardrobe and devises pranks and jokes to make his daughter smile, Lucie tries her best at school while juggling a job in a sandwich shop and all the chores at home.  Her vividly imaginative mind and the novel she is writing are her only distractions. But when a social worker is appointed to visit them, Lucie and William elaborate a complex plan to make social services believe they live a perfectly normal life.",6.181,36.0,0.7913,87.0,https://www.youtube.com/watch?v=045I3u8c9tU,https://image.tmdb.org/t/p/w500/79Jz4skl9ZACDe6dH9tHDUXoKgY.jpg,964917,4000000.0,0.0,"Lucie, 14 ans, est une adolescente débrouillarde qui prend soin de son père aimant mais peu fiable, William, atteint de sclérose en plaques. Pendant que William traîne dans sa garde-robe et invente des farces et des blagues pour faire sourire sa fille, Lucie fait de son mieux à l'école tout en jonglant entre un travail dans une sandwicherie et toutes les tâches ménagères.  Son esprit débordant d'imagination et le roman qu'elle écrit sont ses seules distractions. Mais lorsqu'une assistante sociale est désignée pour leur rendre visite, Lucie et William élaborent un plan complexe pour faire croire aux services sociaux qu'ils mènent une vie parfaitement normale."
610,1671,L'Arnacœur,2010,Romance | Comédie,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,6.621,1406.0,1.6802,110.0,https://www.youtube.com/watch?v=BjgxOUovED8,https://image.tmdb.org/t/p/w500/sw7Sc4u2A9Y0dZ1543MoGVaQdmI.jpg,41211,8700000.0,47355187.0,Alex et sa sœur dirigent une entreprise conçue pour rompre les relations. Ils sont engagés par un homme riche pour interrompre le mariage de sa fille. Le seul problème est qu’ils n’ont qu’une semaine pour le faire.
611,1679,Un petit miracle,2023,Comédie,"Nothing goes well for Juliette! The school where she used to teach has burned down, and her unique class will have to be dispatched to the four corners of the department. To avoid this, she proposes a surprising solution: to install her class at the Poppies, the local old people's home, the only place that can accommodate them for the time of the work. For the children as well as for the residents, the cohabitation will not be easy, but will transform them forever. Inspired by a true story.",6.024,41.0,0.7574,92.0,https://www.youtube.com/watch?v=NThDis-lQ1M,https://image.tmdb.org/t/p/w500/htSAdE5h2owQTcu8yMQO6V4qYwI.jpg,964898,0.0,0.0,"Rien ne va plus pour Juliette ! L'école où elle enseignait a incendié et sa classe unique va devoir être répartie aux quatre coins du département. Pour éviter cela, elle propose une solution surprenante : installer sa classe aux Coquelicots, l'EHPAD local, seul endroit pouvant les accueillir le temps des travaux. Pour les enfants comme pour les résidents, la cohabitation ne sera pas de tout repos, mais les transformera à jamais. Inspiré d'une histoire vraie."
612,1684,Chronique d'une liaison passagère,2022,Romance | Drame | Comédie,"A single mother and a married man enter into an affair with the understanding that their relationship is purely sexual. Though they agree the relationship has no future, they find themselves increasingly drawn into each other's company.",6.39,182.0,0.7026,100.0,,https://image.tmdb.org/t/p/w500/gDWvLyqpAOlWdc6YMFXlLL8z14h.jpg,794842,0.0,2705228.0,"Une mère célibataire et un homme marié entament une liaison en sachant que leur relation est purement sexuelle. Bien qu'ils conviennent que leur relation n'a pas d'avenir, ils se retrouvent de plus en plus attirés par la compagnie de l'autre."
613,1688,Tout le monde aime Jeanne,2022,Drame | Comédie | Romance,"Everybody has always loved Jeanne. These days, she hates herself. Up to her ears in debt, she has to go to Lisbon and sell her mother’s apartment, who passed away one year ago. At the airport, she runs into Jean, a whimsical and somewhat intrusive former high school classmate.",6.217,150.0,0.7178,95.0,https://www.youtube.com/watch?v=C9_mKyz9ScA,https://image.tmdb.org/t/p/w500/vNIrRI13sxEndVhf9MgKak2WZdb.jpg,925096,0.0,1046266.0,"Tout le monde a toujours aimé Jeanne. Ces jours-ci, elle se déteste. Endettée jusqu’aux oreilles, elle doit se rendre à Lisbonne et vendre l’appartement de sa mère, décédée il y a un an. A l'aéroport, elle croise Jean, un ancien camarade de lycée fantasque et quelque peu intrusif."
614,1691,Les Amandiers,2022,Drame | Comédie,"At the end of the 1980s, Stella, Victor, Adèle and Etienne are 20 years old. They take the entrance exam to the famous acting school created by Patrice Chéreau and Pierre Romans at the Théâtre des Amandiers in Nanterre. Launched at full speed into life, passion, and love, together they will experience the turning point of their lives, but also their first tragedy.",6.4,168.0,1.2989,126.0,https://www.youtube.com/watch?v=8pSENyOF_lQ,https://image.tmdb.org/t/p/w500/8v9usg0XAmUpR8PGeYgK9XlFlaL.jpg,848958,4.0,1.0,"A la fin des années 80, Stella, Victor, Adèle et Etienne ont 20 ans. Ils passent le concours d'entrée à la célèbre école de théâtre créée par Patrice Chéreau et Pierre Romans au Théâtre des Amandiers de Nanterre. Lancés à toute vitesse dans la vie, la passion et l'amour, ils vont vivre ensemble le tournant de leur vie, mais aussi leur première tragédie."
615,1696,Les Bodin's en Thaïlande,2021,Comédie,Christian Bodin and his mother Maria Bodin are set on an adventure for the Land of Smiles. They meet many zany characters and face several obstacles along their journey in Thailand.,6.0,55.0,0.7356,98.0,https://www.youtube.com/watch?v=z24qBEdQF34,https://image.tmdb.org/t/p/w500/1rpDCiHqnDmFy74gSVGG4lLZSic.jpg,874294,8102011.0,0.0,Christian Bodin et sa mère Maria Bodin partent à l'aventure au Pays du Sourire. Ils rencontrent de nombreux personnages loufoques et affrontent plusieurs obstacles tout au long de leur voyage en Thaïlande.
616,1698,Pil,2021,Animation | Aventure | Fantastique | Comédie | Familial,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.",6.7,199.0,1.3253,89.0,https://www.youtube.com/watch?v=yhCm4gUIebY,https://image.tmdb.org/t/p/w500/abPQVYyNfVuGoFUfGVhlNecu0QG.jpg,676705,0.0,6813652.0,"Pil, une petite fille vagabonde, vit dans les rues de la cité médiévale de Roc-en-Brume, en compagnie de ses trois belettes apprivoisées. Elle survit grâce à la nourriture volée au château du sinistre régent Tristain. Un jour, pour échapper à ses gardes, Pil se déguise en princesse. Elle se lance ainsi dans une aventure folle et délirante, en compagnie de Crobar, un grand garde maladroit qui se prend pour une noble, et de Rigolin, un jeune bouffon cinglé. Pil va devoir sauver Roland, héritier légitime du trône sous la malédiction d'un sort. Cette aventure va bouleverser tout le royaume et apprendre à Pil que la noblesse peut être trouvée en chacun de nous."
617,1705,La page blanche,2022,Comédie | Romance,"Eloïse is sitting alone on a bench in Paris. She can't remember who she is, where she comes from or how did she get here. So, she begins a funny investigation on her life. This amnesia might help her finding love and reinventing her life.",6.4,49.0,0.5113,100.0,https://www.youtube.com/watch?v=CVcEp-4ubYU,https://image.tmdb.org/t/p/w500/1dqL4mDuueNWg8pNFWE5MBxIX0t.jpg,956877,2800000.0,0.0,"Eloïse est assise seule sur un banc à Paris. Elle ne se souvient plus de qui elle est, d'où elle vient ni comment elle est arrivée ici. Alors, elle entame une drôle d’enquête sur sa vie. Cette amnésie pourrait l’aider à trouver l’amour et à réinventer sa vie."
618,1707,Reprise en main,2022,Comédie | Drame,"Cédric is a worker in a precision mechanics factory in the French Alps. When he finds out that the factory is about to be sold to an investment fund, he joins forces with two of his childhood friends to pull off an epic heist.",6.6,38.0,0.5791,106.0,,https://image.tmdb.org/t/p/w500/77jCwaADS141DVKmlmGILumHXeY.jpg,960570,2300000.0,0.0,"Cédric est ouvrier dans une usine de mécanique de précision dans les Alpes françaises. Lorsqu'il apprend que l'usine est sur le point d'être vendue à un fonds d'investissement, il s'associe à deux de ses amis d'enfance pour réaliser un braquage épique."
